# Intensity Error [H,H,0] [0,0,L] DeltaE [H,-H,0]
#  shape: 12x50x1x1
2.302675e-02 1.880155e-03 3.375000e-01 3.750000e+00 1.075000e+00 0.000000e+00
1.804664e-02 1.647440e-03 3.375000e-01 3.850000e+00 1.075000e+00 0.000000e+00
2.076309e-02 1.767502e-03 3.375000e-01 3.950000e+00 1.075000e+00 0.000000e+00
2.093308e-02 1.762910e-03 3.375000e-01 4.050000e+00 1.075000e+00 0.000000e+00
1.139697e-02 1.290466e-03 3.375000e-01 4.150000e+00 1.075000e+00 0.000000e+00
1.376986e-02 1.405395e-03 3.375000e-01 4.250000e+00 1.075000e+00 0.000000e+00
1.270779e-02 1.339537e-03 3.375000e-01 4.350000e+00 1.075000e+00 0.000000e+00
1.485511e-02 1.429447e-03 3.375000e-01 4.450000e+00 1.075000e+00 0.000000e+00
1.010617e-02 1.166969e-03 3.375000e-01 4.550000e+00 1.075000e+00 0.000000e+00
7.110602e-03 9.676379e-04 3.375000e-01 4.650000e+00 1.075000e+00 0.000000e+00
3.868853e-03 7.063568e-04 3.375000e-01 4.750000e+00 1.075000e+00 0.000000e+00
3.009302e-03 6.142781e-04 3.375000e-01 4.850000e+00 1.075000e+00 0.000000e+00
3.314704e-03 6.379227e-04 3.375000e-01 4.950000e+00 1.075000e+00 0.000000e+00
nan nan 3.625000e-01 5.000000e-02 1.075000e+00 0.000000e+00
nan nan 3.625000e-01 1.500000e-01 1.075000e+00 0.000000e+00
nan nan 3.625000e-01 2.500000e-01 1.075000e+00 0.000000e+00
nan nan 3.625000e-01 3.500000e-01 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 3.625000e-01 4.500000e-01 1.075000e+00 0.000000e+00
2.134028e-03 7.113427e-04 3.625000e-01 5.500000e-01 1.075000e+00 0.000000e+00
2.080240e-03 6.934255e-04 3.625000e-01 6.500000e-01 1.075000e+00 0.000000e+00
6.782171e-03 1.238255e-03 3.625000e-01 7.500000e-01 1.075000e+00 0.000000e+00
7.326022e-03 1.275315e-03 3.625000e-01 8.500000e-01 1.075000e+00 0.000000e+00
6.554183e-03 1.196641e-03 3.625000e-01 9.500000e-01 1.075000e+00 0.000000e+00
9.719358e-03 1.448893e-03 3.625000e-01 1.050000e+00 1.075000e+00 0.000000e+00
1.916926e-02 2.020642e-03 3.625000e-01 1.150000e+00 1.075000e+00 0.000000e+00
1.405028e-02 1.729489e-03 3.625000e-01 1.250000e+00 1.075000e+00 0.000000e+00
1.574322e-02 1.817893e-03 3.625000e-01 1.350000e+00 1.075000e+00 0.000000e+00
3.024708e-02 2.520620e-03 3.625000e-01 1.450000e+00 1.075000e+00 0.000000e+00
2.240125e-02 2.155589e-03 3.625000e-01 1.550000e+00 1.075000e+00 0.000000e+00
3.465426e-02 2.673660e-03 3.625000e-01 1.650000e+00 1.075000e+00 0.000000e+00
3.741324e-02 2.765700e-03 3.625000e-01 1.750000e+00 1.075000e+00 0.000000e+00
3.029608e-02 2.473682e-03 3.625000e-01 1.850000e+00 1.075000e+00 0.000000e+00
3.139946e-02 2.514006e-03 3.625000e-01 1.950000e+00 1.075000e+00 0.000000e+00
3.159760e-02 2.505880e-03 3.625000e-01 2.050000e+00 1.075000e+00 0.000000e+00
2.810480e-02 2.366879e-03 3.625000e-01 2.150000e+00 1.075000e+00 0.000000e+00
4.054584e-02 2.838798e-03 3.625000e-01 2.250000e+00 1.075000e+00 0.000000e+00
4.008935e-02 2.620749e-03 3.625000e-01 2.350000e+00 1.075000e+00 0.000000e+00
4.900832e-02 2.801655e-03 3.625000e-01 2.450000e+00 1.075000e+00 0.000000e+00
5.416159e-02 2.915998e-03 3.625000e-01 2.550000e+00 1.075000e+00 0.000000e+00
6.227083e-02 3.117482e-03 3.625000e-01 2.650000e+00 1.075000e+00 0.000000e+00
6.257443e-02 3.120969e-03 3.625000e-01 2.750000e+00 1.075000e+00 0.000000e+00
5.602162e-02 2.952628e-03 3.625000e-01 2.850000e+00 1.075000e+00 0.000000e+00
4.878453e-02 2.710285e-03 3.625000e-01 2.950000e+00 1.075000e+00 0.000000e+00
4.473911e-02 2.596054e-03 3.625000e-01 3.050000e+00 1.075000e+00 0.000000e+00
4.459952e-02 2.628083e-03 3.625000e-01 3.150000e+00 1.075000e+00 0.000000e+00
4.067871e-02 2.489519e-03 3.625000e-01 3.250000e+00 1.075000e+00 0.000000e+00
2.391922e-02 1.879293e-03 3.625000e-01 3.350000e+00 1.075000e+00 0.000000e+00
2.632490e-02 1.978723e-03 3.625000e-01 3.450000e+00 1.075000e+00 0.000000e+00
2.727892e-02 2.000213e-03 3.625000e-01 3.550000e+00 1.075000e+00 0.000000e+00
1.768874e-02 1.594956e-03 3.625000e-01 3.650000e+00 1.075000e+00 0.000000e+00
1.596093e-02 1.682449e-03 3.625000e-01 3.750000e+00 1.075000e+00 0.000000e+00
2.126150e-02 1.940926e-03 3.625000e-01 3.850000e+00 1.075000e+00 0.000000e+00
1.875551e-02 1.804770e-03 3.625000e-01 3.950000e+00 1.075000e+00 0.000000e+00
1.375621e-02 1.528485e-03 3.625000e-01 4.050000e+00 1.075000e+00 0.000000e+00
1.972124e-02 1.823254e-03 3.625000e-01 4.150000e+00 1.075000e+00 0.000000e+00
1.753618e-02 1.687442e-03 3.625000e-01 4.250000e+00 1.075000e+00 0.000000e+00
1.546236e-02 1.578139e-03 3.625000e-01 4.350000e+00 1.075000e+00 0.000000e+00
1.115898e-02 1.315117e-03 3.625000e-01 4.450000e+00 1.075000e+00 0.000000e+00
1.050213e-02 1.264317e-03 3.625000e-01 4.550000e+00 1.075000e+00 0.000000e+00
1.058346e-02 1.247282e-03 3.625000e-01 4.650000e+00 1.075000e+00 0.000000e+00
8.094265e-03 1.072122e-03 3.625000e-01 4.750000e+00 1.075000e+00 0.000000e+00
3.805564e-03 7.323853e-04 3.625000e-01 4.850000e+00 1.075000e+00 0.000000e+00
3.604042e-03 6.936114e-04 3.625000e-01 4.950000e+00 1.075000e+00 0.000000e+00
nan nan 3.875000e-01 5.000000e-02 1.075000e+00 0.000000e+00
nan nan 3.875000e-01 1.500000e-01 1.075000e+00 0.000000e+00
nan nan 3.875000e-01 2.500000e-01 1.075000e+00 0.000000e+00
nan nan 3.875000e-01 3.500000e-01 1.075000e+00 0.000000e+00
5.206248e-03 2.125451e-03 3.875000e-01 4.500000e-01 1.075000e+00 0.000000e+00
1.061936e-03 6.131090e-04 3.875000e-01 5.500000e-01 1.075000e+00 0.000000e+00
1.051588e-03 6.071346e-04 3.875000e-01 6.500000e-01 1.075000e+00 0.000000e+00
1.005774e-03 5.806839e-04 3.875000e-01 7.500000e-01 1.075000e+00 0.000000e+00
9.915948e-04 5.724975e-04 3.875000e-01 8.500000e-01 1.075000e+00 0.000000e+00
5.808541e-03 1.369100e-03 3.875000e-01 9.500000e-01 1.075000e+00 0.000000e+00
1.891867e-03 7.723614e-04 3.875000e-01 1.050000e+00 1.075000e+00 0.000000e+00
1.014032e-02 1.765225e-03 3.875000e-01 1.150000e+00 1.075000e+00 0.000000e+00
1.170489e-02 1.874297e-03 3.875000e-01 1.250000e+00 1.075000e+00 0.000000e+00
1.503320e-02 2.105096e-03 3.875000e-01 1.350000e+00 1.075000e+00 0.000000e+00
2.269818e-02 2.570097e-03 3.875000e-01 1.450000e+00 1.075000e+00 0.000000e+00
2.553252e-02 2.691396e-03 3.875000e-01 1.550000e+00 1.075000e+00 0.000000e+00
5.093933e-02 3.765582e-03 3.875000e-01 1.650000e+00 1.075000e+00 0.000000e+00
4.698364e-02 3.592970e-03 3.875000e-01 1.750000e+00 1.075000e+00 0.000000e+00
4.653852e-02 3.558928e-03 3.875000e-01 1.850000e+00 1.075000e+00 0.000000e+00
5.289703e-02 3.759275e-03 3.875000e-01 1.950000e+00 1.075000e+00 0.000000e+00
5.007239e-02 3.642276e-03 3.875000e-01 2.050000e+00 1.075000e+00 0.000000e+00
5.394818e-02 3.777173e-03 3.875000e-01 2.150000e+00 1.075000e+00 0.000000e+00
6.229424e-02 4.046497e-03 3.875000e-01 2.250000e+00 1.075000e+00 0.000000e+00
5.708885e-02 3.857755e-03 3.875000e-01 2.350000e+00 1.075000e+00 0.000000e+00
5.150644e-02 3.206686e-03 3.875000e-01 2.450000e+00 1.075000e+00 0.000000e+00
4.657237e-02 3.084371e-03 3.875000e-01 2.550000e+00 1.075000e+00 0.000000e+00
4.110245e-02 2.877781e-03 3.875000e-01 2.650000e+00 1.075000e+00 0.000000e+00
2.379297e-02 2.145361e-03 3.875000e-01 2.750000e+00 1.075000e+00 0.000000e+00
1.595200e-02 1.740527e-03 3.875000e-01 2.850000e+00 1.075000e+00 0.000000e+00
1.612309e-02 1.791474e-03 3.875000e-01 2.950000e+00 1.075000e+00 0.000000e+00
1.331016e-02 1.602366e-03 3.875000e-01 3.050000e+00 1.075000e+00 0.000000e+00
6.610339e-03 1.101733e-03 3.875000e-01 3.150000e+00 1.075000e+00 0.000000e+00
6.030101e-03 1.049711e-03 3.875000e-01 3.250000e+00 1.075000e+00 0.000000e+00
7.870645e-03 1.214470e-03 3.875000e-01 3.350000e+00 1.075000e+00 0.000000e+00
4.846408e-03 9.326998e-04 3.875000e-01 3.450000e+00 1.075000e+00 0.000000e+00
5.607896e-03 9.762216e-04 3.875000e-01 3.550000e+00 1.075000e+00 0.000000e+00
5.243345e-03 9.573111e-04 3.875000e-01 3.650000e+00 1.075000e+00 0.000000e+00
7.445580e-03 1.192260e-03 3.875000e-01 3.750000e+00 1.075000e+00 0.000000e+00
8.364825e-03 1.339457e-03 3.875000e-01 3.850000e+00 1.075000e+00 0.000000e+00
6.678416e-03 1.162571e-03 3.875000e-01 3.950000e+00 1.075000e+00 0.000000e+00
1.281799e-02 1.614928e-03 3.875000e-01 4.050000e+00 1.075000e+00 0.000000e+00
1.047622e-02 1.425646e-03 3.875000e-01 4.150000e+00 1.075000e+00 0.000000e+00
7.550800e-03 1.209107e-03 3.875000e-01 4.250000e+00 1.075000e+00 0.000000e+00
6.570073e-03 1.095023e-03 3.875000e-01 4.350000e+00 1.075000e+00 0.000000e+00
8.245631e-03 1.229199e-03 3.875000e-01 4.450000e+00 1.075000e+00 0.000000e+00
8.315689e-03 1.200281e-03 3.875000e-01 4.550000e+00 1.075000e+00 0.000000e+00
8.088025e-03 1.167415e-03 3.875000e-01 4.650000e+00 1.075000e+00 0.000000e+00
8.391226e-03 1.175017e-03 3.875000e-01 4.750000e+00 1.075000e+00 0.000000e+00
6.620998e-03 1.021654e-03 3.875000e-01 4.850000e+00 1.075000e+00 0.000000e+00
2.715945e-03 6.401636e-04 3.875000e-01 4.950000e+00 1.075000e+00 0.000000e+00
nan nan 4.125001e-01 5.000000e-02 1.075000e+00 0.000000e+00
nan nan 4.125001e-01 1.500000e-01 1.075000e+00 0.000000e+00
nan nan 4.125001e-01 2.500000e-01 1.075000e+00 0.000000e+00
nan nan 4.125001e-01 3.500000e-01 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.125001e-01 4.500000e-01 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.125001e-01 5.500000e-01 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.125001e-01 6.500000e-01 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.125001e-01 7.500000e-01 1.075000e+00 0.000000e+00
3.538277e-03 1.444516e-03 4.125001e-01 8.500000e-01 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.125001e-01 9.500000e-01 1.075000e+00 0.000000e+00
6.307171e-03 1.820744e-03 4.125001e-01 1.050000e+00 1.075000e+00 0.000000e+00
1.515459e-03 8.749507e-04 4.125001e-01 1.150000e+00 1.075000e+00 0.000000e+00
2.906521e-03 1.186584e-03 4.125001e-01 1.250000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.125001e-01 1.350000e+00 1.075000e+00 0.000000e+00
1.329416e-03 7.675389e-04 4.125001e-01 1.450000e+00 1.075000e+00 0.000000e+00
2.622968e-03 1.070822e-03 4.125001e-01 1.550000e+00 1.075000e+00 0.000000e+00
1.156564e-02 2.225833e-03 4.125001e-01 1.650000e+00 1.075000e+00 0.000000e+00
2.215320e-02 3.014694e-03 4.125001e-01 1.750000e+00 1.075000e+00 0.000000e+00
2.320828e-02 3.074035e-03 4.125001e-01 1.850000e+00 1.075000e+00 0.000000e+00
3.262995e-02 3.625592e-03 4.125001e-01 1.950000e+00 1.075000e+00 0.000000e+00
3.034986e-02 3.436474e-03 4.125001e-01 2.050000e+00 1.075000e+00 0.000000e+00
3.078831e-02 3.420964e-03 4.125001e-01 2.150000e+00 1.075000e+00 0.000000e+00
2.957147e-02 3.285757e-03 4.125001e-01 2.250000e+00 1.075000e+00 0.000000e+00
2.546276e-02 3.000845e-03 4.125001e-01 2.350000e+00 1.075000e+00 0.000000e+00
1.964963e-02 2.536780e-03 4.125001e-01 2.450000e+00 1.075000e+00 0.000000e+00
1.217981e-02 1.815676e-03 4.125001e-01 2.550000e+00 1.075000e+00 0.000000e+00
5.449794e-03 1.189254e-03 4.125001e-01 2.650000e+00 1.075000e+00 0.000000e+00
2.395779e-03 7.985956e-04 4.125001e-01 2.750000e+00 1.075000e+00 0.000000e+00
4.169613e-03 1.076600e-03 4.125001e-01 2.850000e+00 1.075000e+00 0.000000e+00
7.568063e-04 4.369423e-04 4.125001e-01 2.950000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.125001e-01 3.050000e+00 1.075000e+00 0.000000e+00
7.091685e-04 4.094386e-04 4.125001e-01 3.150000e+00 1.075000e+00 0.000000e+00
7.461468e-04 4.307880e-04 4.125001e-01 3.250000e+00 1.075000e+00 0.000000e+00
6.913995e-04 3.991797e-04 4.125001e-01 3.350000e+00 1.075000e+00 0.000000e+00
6.508938e-04 3.757937e-04 4.125001e-01 3.450000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.125001e-01 3.550000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.125001e-01 3.650000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.125001e-01 3.750000e+00 1.075000e+00 0.000000e+00
7.779259e-04 4.491357e-04 4.125001e-01 3.850000e+00 1.075000e+00 0.000000e+00
1.529374e-03 6.243659e-04 4.125001e-01 3.950000e+00 1.075000e+00 0.000000e+00
1.452645e-03 5.930400e-04 4.125001e-01 4.050000e+00 1.075000e+00 0.000000e+00
7.170267e-04 4.139756e-04 4.125001e-01 4.150000e+00 1.075000e+00 0.000000e+00
2.055047e-03 6.850219e-04 4.125001e-01 4.250000e+00 1.075000e+00 0.000000e+00
2.012375e-03 6.707917e-04 4.125001e-01 4.350000e+00 1.075000e+00 0.000000e+00
2.582008e-03 7.453712e-04 4.125001e-01 4.450000e+00 1.075000e+00 0.000000e+00
2.446755e-03 7.063295e-04 4.125001e-01 4.550000e+00 1.075000e+00 0.000000e+00
2.418835e-03 6.982653e-04 4.125001e-01 4.650000e+00 1.075000e+00 0.000000e+00
5.808811e-04 3.353718e-04 4.125001e-01 4.750000e+00 1.075000e+00 0.000000e+00
1.666342e-03 5.554503e-04 4.125001e-01 4.850000e+00 1.075000e+00 0.000000e+00
2.594262e-03 6.698467e-04 4.125001e-01 4.950000e+00 1.075000e+00 0.000000e+00
nan nan 4.375001e-01 5.000000e-02 1.075000e+00 0.000000e+00
nan nan 4.375001e-01 1.500000e-01 1.075000e+00 0.000000e+00
nan nan 4.375001e-01 2.500000e-01 1.075000e+00 0.000000e+00
nan nan 4.375001e-01 3.500000e-01 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.375001e-01 4.500000e-01 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.375001e-01 5.500000e-01 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.375001e-01 6.500000e-01 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.375001e-01 7.500000e-01 1.075000e+00 0.000000e+00
5.545172e-03 3.201506e-03 4.375001e-01 8.500000e-01 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.375001e-01 9.500000e-01 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.375001e-01 1.050000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.375001e-01 1.150000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.375001e-01 1.250000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.375001e-01 1.350000e+00 1.075000e+00 0.000000e+00
5.989119e-03 2.445050e-03 4.375001e-01 1.450000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.375001e-01 1.550000e+00 1.075000e+00 0.000000e+00
2.475495e-03 1.429227e-03 4.375001e-01 1.650000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.375001e-01 1.750000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.375001e-01 1.850000e+00 1.075000e+00 0.000000e+00
2.001130e-03 1.155353e-03 4.375001e-01 1.950000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.375001e-01 2.050000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.375001e-01 2.150000e+00 1.075000e+00 0.000000e+00
5.492273e-03 1.830758e-03 4.375001e-01 2.250000e+00 1.075000e+00 0.000000e+00
3.517763e-03 1.436121e-03 4.375001e-01 2.350000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.375001e-01 2.450000e+00 1.075000e+00 0.000000e+00
3.714530e-03 1.238186e-03 4.375001e-01 2.550000e+00 1.075000e+00 0.000000e+00
1.231011e-03 7.107248e-04 4.375001e-01 2.650000e+00 1.075000e+00 0.000000e+00
1.349256e-03 7.789932e-04 4.375001e-01 2.750000e+00 1.075000e+00 0.000000e+00
1.110741e-03 6.412869e-04 4.375001e-01 2.850000e+00 1.075000e+00 0.000000e+00
2.119594e-03 8.653276e-04 4.375001e-01 2.950000e+00 1.075000e+00 0.000000e+00
1.005591e-03 5.805784e-04 4.375001e-01 3.050000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.375001e-01 3.150000e+00 1.075000e+00 0.000000e+00
9.564187e-04 5.521886e-04 4.375001e-01 3.250000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.375001e-01 3.350000e+00 1.075000e+00 0.000000e+00
9.243366e-04 5.336660e-04 4.375001e-01 3.450000e+00 1.075000e+00 0.000000e+00
1.009620e-03 5.829043e-04 4.375001e-01 3.550000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.375001e-01 3.650000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.375001e-01 3.750000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.375001e-01 3.850000e+00 1.075000e+00 0.000000e+00
2.030861e-03 8.290961e-04 4.375001e-01 3.950000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.375001e-01 4.050000e+00 1.075000e+00 0.000000e+00
9.164466e-04 5.291107e-04 4.375001e-01 4.150000e+00 1.075000e+00 0.000000e+00
8.563777e-04 4.944299e-04 4.375001e-01 4.250000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.375001e-01 4.350000e+00 1.075000e+00 0.000000e+00
2.448604e-03 8.162019e-04 4.375001e-01 4.450000e+00 1.075000e+00 0.000000e+00
7.600940e-04 4.388405e-04 4.375001e-01 4.550000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.375001e-01 4.650000e+00 1.075000e+00 0.000000e+00
7.002035e-04 4.042627e-04 4.375001e-01 4.750000e+00 1.075000e+00 0.000000e+00
6.474146e-04 3.737850e-04 4.375001e-01 4.850000e+00 1.075000e+00 0.000000e+00
6.349994e-04 3.666171e-04 4.375001e-01 4.950000e+00 1.075000e+00 0.000000e+00
nan nan 4.625001e-01 5.000000e-02 1.075000e+00 0.000000e+00
nan nan 4.625001e-01 1.500000e-01 1.075000e+00 0.000000e+00
nan nan 4.625001e-01 2.500000e-01 1.075000e+00 0.000000e+00
nan nan 4.625001e-01 3.500000e-01 1.075000e+00 0.000000e+00
nan nan 4.625001e-01 4.500000e-01 1.075000e+00 0.000000e+00
nan nan 4.625001e-01 5.500000e-01 1.075000e+00 0.000000e+00
nan nan 4.625001e-01 6.500000e-01 1.075000e+00 0.000000e+00
nan nan 4.625001e-01 7.500000e-01 1.075000e+00 0.000000e+00
nan nan 4.625001e-01 8.500000e-01 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.625001e-01 9.500000e-01 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.625001e-01 1.050000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.625001e-01 1.150000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.625001e-01 1.250000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.625001e-01 1.350000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.625001e-01 1.450000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.625001e-01 1.550000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.625001e-01 1.650000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.625001e-01 1.750000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.625001e-01 1.850000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.625001e-01 1.950000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.625001e-01 2.050000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.625001e-01 2.150000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.625001e-01 2.250000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.625001e-01 2.350000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.625001e-01 2.450000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.625001e-01 2.550000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.625001e-01 2.650000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.625001e-01 2.750000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.625001e-01 2.850000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.625001e-01 2.950000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.625001e-01 3.050000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.625001e-01 3.150000e+00 1.075000e+00 0.000000e+00
1.645709e-03 9.501505e-04 4.625001e-01 3.250000e+00 1.075000e+00 0.000000e+00
1.446865e-03 8.353476e-04 4.625001e-01 3.350000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.625001e-01 3.450000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.625001e-01 3.550000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.625001e-01 3.650000e+00 1.075000e+00 0.000000e+00
2.329846e-03 9.511627e-04 4.625001e-01 3.750000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.625001e-01 3.850000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.625001e-01 3.950000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.625001e-01 4.050000e+00 1.075000e+00 0.000000e+00
1.289128e-03 7.442786e-04 4.625001e-01 4.150000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.625001e-01 4.250000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.625001e-01 4.350000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.625001e-01 4.450000e+00 1.075000e+00 0.000000e+00
1.050957e-03 6.067701e-04 4.625001e-01 4.550000e+00 1.075000e+00 0.000000e+00
9.645356e-04 5.568749e-04 4.625001e-01 4.650000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.625001e-01 4.750000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.625001e-01 4.850000e+00 1.075000e+00 0.000000e+00
3.855027e-03 2.225701e-03 4.625001e-01 4.950000e+00 1.075000e+00 0.000000e+00
nan nan 4.875001e-01 5.000000e-02 1.075000e+00 0.000000e+00
nan nan 4.875001e-01 1.500000e-01 1.075000e+00 0.000000e+00
nan nan 4.875001e-01 2.500000e-01 1.075000e+00 0.000000e+00
nan nan 4.875001e-01 3.500000e-01 1.075000e+00 0.000000e+00
nan nan 4.875001e-01 4.500000e-01 1.075000e+00 0.000000e+00
nan nan 4.875001e-01 5.500000e-01 1.075000e+00 0.000000e+00
nan nan 4.875001e-01 6.500000e-01 1.075000e+00 0.000000e+00
nan nan 4.875001e-01 7.500000e-01 1.075000e+00 0.000000e+00
nan nan 4.875001e-01 8.500000e-01 1.075000e+00 0.000000e+00
nan nan 4.875001e-01 9.500000e-01 1.075000e+00 0.000000e+00
nan nan 4.875001e-01 1.050000e+00 1.075000e+00 0.000000e+00
nan nan 4.875001e-01 1.150000e+00 1.075000e+00 0.000000e+00
nan nan 4.875001e-01 1.250000e+00 1.075000e+00 0.000000e+00
nan nan 4.875001e-01 1.350000e+00 1.075000e+00 0.000000e+00
nan nan 4.875001e-01 1.450000e+00 1.075000e+00 0.000000e+00
nan nan 4.875001e-01 1.550000e+00 1.075000e+00 0.000000e+00
nan nan 4.875001e-01 1.650000e+00 1.075000e+00 0.000000e+00
nan nan 4.875001e-01 1.750000e+00 1.075000e+00 0.000000e+00
nan nan 4.875001e-01 1.850000e+00 1.075000e+00 0.000000e+00
nan nan 4.875001e-01 1.950000e+00 1.075000e+00 0.000000e+00
nan nan 4.875001e-01 2.050000e+00 1.075000e+00 0.000000e+00
nan nan 4.875001e-01 2.150000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.875001e-01 2.250000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.875001e-01 2.350000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.875001e-01 2.450000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.875001e-01 2.550000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.875001e-01 2.650000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.875001e-01 2.750000e+00 1.075000e+00 0.000000e+00
1.253072e-02 7.234612e-03 4.875001e-01 2.850000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.875001e-01 2.950000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.875001e-01 3.050000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.875001e-01 3.150000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.875001e-01 3.250000e+00 1.075000e+00 0.000000e+00
3.912782e-03 2.259046e-03 4.875001e-01 3.350000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.875001e-01 3.450000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.875001e-01 3.550000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.875001e-01 3.650000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.875001e-01 3.750000e+00 1.075000e+00 0.000000e+00
